RunTime,ExecutableName
2024-11-20 18:14:38,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\DLLHOST.EXE
2024-11-17 18:56:49,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\DLLHOST.EXE
2024-11-20 18:59:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\131.0.2903.51\ELEVATION_SERVICE.EXE
2023-08-05 15:23:39,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-07-24 15:17:14,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-07-22 18:20:38,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-07-22 18:20:00,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-07-22 18:14:51,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-07-22 18:13:52,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-07-22 18:05:35,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-07-22 17:58:19,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\EVENT LOG EXPLORER\ELEX.EXE
2023-08-05 15:23:27,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\TEMP\IS-D3TPV.TMP\ELEX493_SETUP.TMP
2023-07-22 17:44:43,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\TEMP\IS-0UR3B.TMP\ELEX_SETUP.TMP
2024-11-18 18:17:37,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-17 18:56:26,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-16 19:29:18,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-16 19:29:18,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-15 07:55:34,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-15 07:50:06,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-12 17:14:13,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-12 17:14:13,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\EXPLORER.EXE
2024-11-20 18:00:09,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\24.211.1020.0001\FILECOAUTH.EXE
2024-11-20 18:09:47,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\24.216.1027.0003\FILECOAUTH.EXE
2024-11-20 18:01:06,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\24.216.1027.0003\FILECOAUTH.EXE
2024-11-20 18:00:56,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\24.216.1027.0003\FILESYNCCONFIG.EXE
2024-11-08 06:48:52,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-11-08 06:44:46,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-11-08 06:41:11,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-10-15 16:42:56,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-10-13 18:38:07,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-10-08 18:57:45,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-10-07 18:40:45,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-10-05 07:19:08,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\FORTINET\FORTICLIENT\FORTICLIENT.EXE
2024-01-08 07:20:34,FORTICLIENTVPNONLINEINSTALLER
2022-12-15 20:20:43,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_2.34.28001.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2022-12-15 19:24:54,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_2.34.28001.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2022-12-15 19:24:53,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_2.34.28001.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2022-12-15 19:24:53,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_2.34.28001.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-06-09 20:08:41,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-05-31 00:49:31,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-05-25 20:34:41,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-05-23 20:30:26,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-04-15 08:33:40,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-04-05 09:25:13,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.3191.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-10-05 07:17:21,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.224.9031.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-10-01 17:52:20,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.224.9031.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-09-19 09:37:47,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.224.9031.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-09-12 20:06:00,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.5142.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-07-26 05:33:53,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.5142.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-07-18 22:30:50,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.5142.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-07-11 23:38:56,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.5142.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-07-06 00:33:43,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.5142.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-06-21 01:37:07,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.5142.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-06-14 06:19:57,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.124.5142.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-11-15 05:46:48,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.224.9242.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-11-08 06:35:52,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.XBOXGAMINGOVERLAY_7.224.9242.0_X64__8WEKYB3D8BBWE\GAMEBAR.EXE
2024-08-01 20:27:19,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\TEMP\IS-2IERN.TMP\GIT-2.46.0-64-BIT.TMP
2024-08-01 22:02:37,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\TEMP\IS-NE6VK.TMP\GIT-2.46.0-64-BIT.TMP
2024-08-01 22:13:08,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT-CREDENTIAL-MANAGER.EXE
2024-08-01 22:13:08,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT-CREDENTIAL-MANAGER.EXE
2024-08-01 22:08:33,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT-CREDENTIAL-MANAGER.EXE
2024-08-01 22:08:33,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT-CREDENTIAL-MANAGER.EXE
2024-08-01 22:04:33,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT-CREDENTIAL-MANAGER.EXE
2024-08-01 22:04:19,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT-CREDENTIAL-MANAGER.EXE
2024-11-20 19:50:01,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 19:43:09,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 19:39:30,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 18:57:35,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 18:51:12,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 18:25:58,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 18:21:20,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 18:20:41,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\MINGW64\BIN\GIT.EXE
2024-11-20 19:50:01,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-11-20 19:43:09,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-11-20 19:39:30,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-11-20 18:57:35,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-11-20 18:51:12,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-11-20 18:25:58,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-11-20 18:21:20,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-11-20 18:20:41,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\GIT\CMD\GIT.EXE
2024-03-28 21:10:32,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEMTEMP\GUMC5D3.TMP\GOOGLEUPDATE.EXE
2024-11-16 19:29:16,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2024-11-12 17:13:52,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2024-11-11 17:17:49,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2024-11-10 17:30:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2024-11-09 17:45:43,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2024-11-09 07:13:30,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2024-11-08 19:31:48,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2024-11-07 19:34:44,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\NOTEPAD++\UPDATER\GUP.EXE
2023-05-29 10:52:56,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSCOMMUNICATIONSAPPS_16005.14326.21446.0_X64__8WEKYB3D8BBWE\HXACCOUNTS.EXE
2024-11-16 19:47:16,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-11-15 21:01:44,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-11-15 18:54:09,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-11-13 18:08:57,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-11-12 17:14:32,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-11-11 17:07:31,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-11-10 17:32:17,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-11-09 20:44:16,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\HXD\HXD.EXE
2024-10-05 07:32:50,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\TEMP\IS-2GJ5J.TMP\HXDSETUP.TMP
2023-05-29 10:52:55,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWSCOMMUNICATIONSAPPS_16005.14326.21446.0_X64__8WEKYB3D8BBWE\HXOUTLOOK.EXE
2024-11-20 18:59:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGECORE\131.0.2903.51\IDENTITY_HELPER.EXE
2022-12-15 19:14:57,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\TEMP\JDS967875.TMP\JRE-8U351-WINDOWS-X64.EXE
2023-07-19 19:46:34,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\TEMP\JDS913106843.TMP\JRE-8U381-WINDOWS-AU.EXE
2024-05-23 21:45:07,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\DOWNLOADS\MEDIACREATIONTOOL22H2.EXE
2024-05-23 21:39:03,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\DOWNLOADS\MEDIACREATIONTOOL22H2.EXE
2024-01-08 12:26:15,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\DOWNLOADS\MEDIACREATIONTOOL22H2.EXE
2023-07-25 16:27:49,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.WINDOWS.PHOTOS_2023.10030.27002.0_X64__8WEKYB3D8BBWE\MICROSOFT.PHOTOS.EXE
2024-11-20 18:01:08,\VOLUME{01d910b5b8a367ec-6eb8e33a}\USERS\ADMINISTRATOR\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\24.216.1027.0003\MICROSOFT.SHAREPOINT.EXE
2024-11-20 19:46:07,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-20 19:16:07,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-20 19:16:07,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-20 18:16:22,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-20 18:16:22,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-20 18:16:07,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-20 18:01:21,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-20 18:01:21,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE
2024-11-16 21:15:39,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MMC.EXE
2024-04-15 08:36:24,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MMC.EXE
2023-05-28 05:49:47,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MMC.EXE
2024-11-20 20:04:18,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-11-20 18:37:01,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-11-20 18:07:17,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-11-20 18:05:06,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-11-20 18:01:22,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MOUSOCOREWORKER.EXE
2024-11-20 18:09:31,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.24090.11-0\MPCMDRUN.EXE
2024-11-20 18:09:31,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAMDATA\MICROSOFT\WINDOWS DEFENDER\PLATFORM\4.18.24090.11-0\MPCMDRUN.EXE
2024-11-20 18:02:24,\VOLUME{01d910b5b8a367ec-6eb8e33a}\WINDOWS\SYSTEM32\MPSIGSTUB.EXE
2024-11-20 18:59:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-19 19:48:28,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-19 19:48:05,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-19 19:24:36,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-19 18:24:35,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-18 19:09:09,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-17 18:35:39,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-15 22:44:00,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:59:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:59:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:59:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 19:09:43,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:59:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:09:43,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:04:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:02:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:02:39,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:02:35,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-11-20 18:02:30,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-10-07 19:23:55,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGECORE\129.0.2792.79\MSEDGEWEBVIEW2.EXE
2024-10-28 17:33:57,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-26 18:34:10,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-26 18:34:11,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-25 05:51:36,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-27 18:15:51,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-29 19:08:48,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-28 17:39:42,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-26 18:36:18,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
2024-10-26 18:34:11,\VOLUME{01d910b5b8a367ec-6eb8e33a}\PROGRAM FILES (X86)\MICROSOFT\EDGEWEBVIEW\APPLICATION\129.0.2792.89\MSEDGEWEBVIEW2.EXE
